id;username;Country;Global Ranking;Country Ranking;pp;Level;Medals;Total Play Time;Followers;Mapping Subscribers;Joined;Plays With;Forum Posts;Comments;Ranked Score;Hit Accuracy;Play Count;Total Score;Total Hits;Maximum Combo;Replays Watched by Others;XH_count;X_count;SH_count;S_count;A_count;url
36095;Spyder1369;United States;-;-;0;0;0;2;0;0;2008-09-04T12:43:50.000Z;;0;0;1882860;0,7155;55;2888170;469;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36095/osu
36096;garad_old;United States;-;-;0;5;0;0.47;0;0;2008-09-04T12:47:48.000Z;;0;0;451848;0,8488;24;859546;963;82;0;0;0;0;1;0;https://osu.ppy.sh/users/36096/osu
36102;Nyan;South Korea;-;-;0;30;33;13;247;8;2008-09-04T13:07:46.000Z;Mouse, Keyboard;1455;8;122823014;0,9392;464;187118803;70374;580;0;0;4;1;30;66;https://osu.ppy.sh/users/36102/osu
36108;masktobeornottobe;Hong Kong;-;-;0;0;0;2;0;0;2008-09-04T13:30:42.000Z;;0;0;309456;0,6895;53;2663370;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36108/osu
36112;Meao_old;China;-;-;0;0;0;4;0;0;2008-09-04T13:55:53.000Z;;0;0;3809712;0,7824;116;18012053;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36112/osu
36113;alexcp999;Spain;-;-;0;52;18;75;4;0;2008-09-04T13:56:04.000Z;;6;0;478163914;0,9788;3606;932069095;355743;594;63;11;51;11;222;131;https://osu.ppy.sh/users/36113/osu
36115;novazero_old;Philippines;-;-;0;0;0;2;0;0;2008-09-04T14:01:43.000Z;;0;0;6893464;0,9233;49;36450714;0;0;0;0;0;0;1;2;https://osu.ppy.sh/users/36115/osu
36117;frack_old;United States;-;-;0;21;4;8;1;0;2008-09-04T14:06:01.000Z;;1;0;21595492;0,9081;243;61394945;36318;300;2;1;5;1;8;19;https://osu.ppy.sh/users/36117/osu
36118;SkyXI_old;United States;-;-;0;13;0;10;0;0;2008-09-04T14:12:40.000Z;;0;0;6236732;0,807;266;15751902;18485;228;0;0;0;0;2;2;https://osu.ppy.sh/users/36118/osu
36119;simo_old;Italy;-;-;0;44;17;112;5;0;2008-09-04T14:14:17.000Z;;3;0;250756666;0,9576;3659;571652558;352583;785;1;0;8;6;97;186;https://osu.ppy.sh/users/36119/osu
36122;Oujousaighi;United States;-;-;0;18;0;7;0;0;2008-09-04T14:24:26.000Z;;0;0;24743524;0,8899;211;40407461;2141;210;0;0;0;0;2;21;https://osu.ppy.sh/users/36122/osu
36128;Asher005;Australia;-;-;0;30;0;39;0;0;2008-09-04T14:50:08.000Z;;10;0;74985821;0,9374;1095;193075459;45882;0;0;0;4;0;27;52;https://osu.ppy.sh/users/36128/osu
36136;moonkiller0087;Hong Kong;-;-;0;34;0;40;0;0;2008-09-04T15:18:43.000Z;;0;0;61883681;0,8412;3473;271051044;259138;386;0;0;0;0;4;32;https://osu.ppy.sh/users/36136/osu
36139;ODEN0223;United States;-;-;0;0;0;4;0;0;2008-09-04T15:35:20.000Z;;0;0;3278134;0,8945;111;26271854;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/36139/osu
36138;q789q789q;Taiwan;-;-;0;17;2;4;0;0;2008-09-04T15:32:41.000Z;;0;0;14794311;0,879;189;33089365;23496;328;0;0;0;0;4;10;https://osu.ppy.sh/users/36138/osu
36144;noodlestcs;China;-;-;0;6;0;0.48;0;0;2008-09-04T15:59:52.000Z;;0;0;933092;0,7255;25;1358990;2149;112;0;0;0;0;0;0;https://osu.ppy.sh/users/36144/osu
36149;King1992;Canada;-;-;0;0;0;2;0;0;2008-09-04T16:31:25.000Z;;0;0;1332524;0,8271;60;5082178;0;0;0;0;0;0;1;0;https://osu.ppy.sh/users/36149/osu
36150;hyacinth_girl;United States;-;-;0;0;0;1.08;0;0;2008-09-04T16:36:13.000Z;;1;0;174451;0,4093;30;51781;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36150/osu
36151;Dairuga;Norway;-;-;0;18;0;11;0;0;2008-09-04T16:36:30.000Z;;0;0;13570368;0,8756;363;43520024;13678;344;0;1;0;1;4;11;https://osu.ppy.sh/users/36151/osu
36156;sayachan_old;Brazil;-;-;0;41;12;69;11;0;2008-09-04T16:56:15.000Z;Touch Screen;2;0;178100735;0,955;2032;458313512;129723;699;0;1;10;1;54;158;https://osu.ppy.sh/users/36156/osu
36161;Spoks_old;Latvia;-;-;0;22;1;13;1;0;2008-09-04T17:06:16.000Z;;0;0;42467018;0,9168;369;75990126;31607;342;0;0;0;0;10;44;https://osu.ppy.sh/users/36161/osu
36163;Elvan_old;Poland;-;-;0;100;22;794;54;0;2008-09-04T17:16:41.000Z;Mouse, Keyboard;11;0;12670518570;0,9845;29796;31448176101;4533055;1313;1763;6;194;8;2441;781;https://osu.ppy.sh/users/36163/osu
36166;vassago_old;Belgium;-;-;0;0;0;2;0;0;2008-09-04T17:32:54.000Z;;0;0;4270178;0,8047;67;7415818;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36166/osu
36170;PixelRBV;Belgium;-;-;0;16;1;6;1;0;2008-09-04T18:01:56.000Z;;5;0;19725411;0,8617;194;27467139;26578;238;0;0;0;0;5;17;https://osu.ppy.sh/users/36170/osu
36179;NeoFayt;United States;-;-;0;10;0;5;0;0;2008-09-04T19:02:38.000Z;;2;0;2284950;0,7765;138;6917687;453;55;0;0;0;0;0;2;https://osu.ppy.sh/users/36179/osu
36181;Maaria_old;Brazil;-;-;0;0;0;3;0;0;2008-09-04T19:09:30.000Z;;0;0;3146710;0,8247;93;7331578;0;0;0;0;0;0;0;4;https://osu.ppy.sh/users/36181/osu
36185;Keltsu;Finland;-;-;0;0;0;12;0;0;2008-09-04T19:24:05.000Z;;0;0;27551120;0,887;340;71561610;0;0;0;0;0;0;6;20;https://osu.ppy.sh/users/36185/osu
36186;1SadSoul1;Finland;-;-;0;25;0;31;1;0;2008-09-04T19:25:13.000Z;;0;0;29720674;0,8788;864;108728169;117601;0;0;0;0;0;1;16;https://osu.ppy.sh/users/36186/osu
36187;freedom16;Austria;-;-;0;17;0;10;0;0;2008-09-04T19:27:02.000Z;;0;0;9920036;0,8593;329;36012301;28181;238;0;0;0;0;3;9;https://osu.ppy.sh/users/36187/osu
36188;frog3x;United States;-;-;0;0;0;26;0;0;2008-09-04T19:27:05.000Z;;0;0;8305462;0,8356;727;77357612;0;0;0;0;0;1;0;4;https://osu.ppy.sh/users/36188/osu
36189;Yumiko;Italy;-;-;0;100;14;752;140;2;2008-09-04T19:28:51.000Z;Keyboard, Tablet;505;0;12361233049;0,9845;25089;34294634820;4998837;1888;1239;5;108;70;1937;789;https://osu.ppy.sh/users/36189/osu
36191;jseames;United States;-;-;0;84;8;270;2;0;2008-09-04T19:29:24.000Z;;17;0;1378960294;0,9888;7702;3943296084;886078;645;172;21;244;11;850;110;https://osu.ppy.sh/users/36191/osu
36192;kaitoein;Indonesia;-;-;0;0;0;17;2;0;2008-09-04T19:38:04.000Z;;0;0;2878038;0,9721;480;32502679;10234;0;0;0;3;0;5;2;https://osu.ppy.sh/users/36192/osu
36199;240-185;France;-;-;0;16;5;2;0;0;2008-09-04T19:54:18.000Z;;2;0;13503369;0,8391;61;28655930;10066;342;0;0;0;0;0;5;https://osu.ppy.sh/users/36199/osu
36200;Zyah_old;Puerto Rico;-;-;0;15;0;11;0;0;2008-09-04T20:07:29.000Z;;0;0;4308862;0,789;302;21452201;23936;156;0;0;0;0;0;1;https://osu.ppy.sh/users/36200/osu
36207;Ralfie_old;Canada;-;-;0;0;0;0.65;0;0;2008-09-04T20:50:25.000Z;;0;0;1093108;0,8092;18;1289652;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36207/osu
36209;Keiy_old;United States;-;-;0;5;0;2;0;0;2008-09-04T20:52:49.000Z;;0;0;267042;0,678;48;1076718;894;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36209/osu
36211;SadoYasutora;United States;-;-;0;9;0;0.75;0;0;2008-09-04T21:00:31.000Z;;0;0;1361478;0,8656;68;4951500;5171;241;0;0;0;0;0;2;https://osu.ppy.sh/users/36211/osu
36213;Obiin;United States;-;-;0;0;0;3;0;0;2008-09-04T21:03:40.000Z;;0;0;1038900;0,7014;72;3476112;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36213/osu
36214;jonka_old;Sweden;-;-;0;0;0;1.22;0;0;2008-09-04T21:04:01.000Z;;0;0;389916;0,6967;34;665418;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36214/osu
36216;SilentBeat_old;Canada;-;-;0;0;0;17;1;0;2008-09-04T21:16:54.000Z;;0;0;31454202;0,804;478;78455428;51689;0;0;0;0;0;0;5;https://osu.ppy.sh/users/36216/osu
36217;Eagballs;United Kingdom;-;-;0;0;0;5;0;0;2008-09-04T21:20:07.000Z;;0;0;5719960;0,9107;127;14198628;224;0;0;0;1;0;0;10;https://osu.ppy.sh/users/36217/osu
36219;fz_arnz;Malaysia;-;-;0;21;0;8;0;0;2008-09-04T21:27:38.000Z;;3;0;17723884;0,8627;236;60051755;7819;0;0;0;0;0;2;7;https://osu.ppy.sh/users/36219/osu
36220;Lukaa_old;Italy;-;-;0;53;2;70;2;0;2008-09-04T21:29:55.000Z;;0;0;130304388;0,9127;1948;1000324376;287265;252;2;0;0;3;26;37;https://osu.ppy.sh/users/36220/osu
36223;basshk;Hong Kong;-;-;0;13;0;6;0;0;2008-09-04T21:47:11.000Z;;0;0;3769944;0,9375;169;16806319;10435;0;0;0;1;0;3;10;https://osu.ppy.sh/users/36223/osu
36225;suporma;Canada;-;-;0;0;0;4;0;0;2008-09-04T21:51:29.000Z;;0;0;2939376;0,82;99;7540252;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/36225/osu
36224;ricvall;El Salvador;-;-;0;0;0;1.3;0;0;2008-09-04T21:50:35.000Z;;0;0;94338;0,7333;36;507718;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36224/osu
36231;hoodedrobin;United States;-;-;0;13;0;3;0;0;2008-09-04T22:22:00.000Z;;0;0;8491785;0,8471;88;13822093;13023;75;0;0;0;0;0;7;https://osu.ppy.sh/users/36231/osu
36232;Karlix;Argentina;-;-;0;96;59;245;6;0;2008-09-04T22:26:03.000Z;Keyboard, Tablet;0;0;2557828540;0,9559;10266;8887567942;2118125;2688;0;0;13;4;246;640;https://osu.ppy.sh/users/36232/osu
36233;vince850;Canada;-;-;0;33;3;26;1;0;2008-09-04T22:30:09.000Z;;3;0;84300619;0,8867;819;246214954;114296;417;0;0;0;0;11;40;https://osu.ppy.sh/users/36233/osu
36236;comix2008;Italy;-;-;0;0;0;0.93;1;0;2008-09-04T22:36:20.000Z;;0;0;0;0;26;41373;924;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36236/osu
36240;Subitopiano;Canada;-;-;0;29;2;21;2;0;2008-09-04T22:44:24.000Z;;0;0;111760848;0,9237;586;162101572;97824;0;0;3;4;0;44;81;https://osu.ppy.sh/users/36240/osu
36242;PzyCrow;Uruguay;-;-;0;0;0;4;1;0;2008-09-04T22:46:53.000Z;;0;0;5923881;0,7329;118;10804882;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36242/osu
36246;Portalthief;United States;-;-;0;0;0;6;0;0;2008-09-04T23:00:53.000Z;;0;0;11142112;0,8267;159;21197877;0;0;0;0;0;0;1;1;https://osu.ppy.sh/users/36246/osu
36247;NordicOten;Canada;-;-;0;21;0;10;0;0;2008-09-04T23:03:01.000Z;;23;0;16872196;0,9341;279;59834255;514;0;2;0;1;2;6;15;https://osu.ppy.sh/users/36247/osu
36252;Gamefreakfx;United States;-;-;0;17;0;5;0;0;2008-09-04T23:33:10.000Z;;0;0;10501489;0,8095;195;33631736;9477;253;0;0;0;0;0;3;https://osu.ppy.sh/users/36252/osu
36253;killinknight;United States;-;-;0;0;0;16;0;0;2008-09-04T23:50:35.000Z;;0;0;6063336;0,8134;441;53448455;0;0;0;0;0;0;1;2;https://osu.ppy.sh/users/36253/osu
36260;Madogu_old;United States;-;-;0;0;0;0.93;0;0;2008-09-05T00:06:52.000Z;;0;0;501576;0,8552;26;1582203;0;0;0;0;0;0;1;1;https://osu.ppy.sh/users/36260/osu
36261;giammy007;Italy;-;-;0;0;0;1.18;0;0;2008-09-05T00:11:40.000Z;;0;0;39516;0,8559;33;482876;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36261/osu
36262;bicio92;Italy;-;-;0;64;4;125;10;0;2008-09-05T00:11:50.000Z;;2;0;185996846;0,9496;5681;1755576505;629693;599;7;0;2;2;41;41;https://osu.ppy.sh/users/36262/osu
36271;Calmelea;Canada;-;-;0;22;0;14;0;0;2008-09-05T00:36:46.000Z;;0;0;32713796;0,8186;405;69350552;7737;280;0;0;0;0;1;2;https://osu.ppy.sh/users/36271/osu
36272;duke646;United States;-;-;0;11;0;6;0;0;2008-09-05T00:41:23.000Z;;1;0;2630119;0,7795;175;9942287;3445;0;0;0;0;0;0;3;https://osu.ppy.sh/users/36272/osu
36274;Roxy_old;Germany;-;-;0;0;0;5;0;0;2008-09-05T00:48:21.000Z;;0;0;2813456;0,7629;150;7301454;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36274/osu
36277;Oatbran27;United States;-;-;0;8;0;0.88;0;0;2008-09-05T00:49:36.000Z;;0;0;3100748;0,8684;26;4076948;60;0;0;0;0;0;2;2;https://osu.ppy.sh/users/36277/osu
36278;EmberFury;Canada;-;-;0;44;2;51;2;0;2008-09-05T00:50:29.000Z;;0;0;284895944;0,9396;1506;585839457;217013;664;4;2;3;2;53;133;https://osu.ppy.sh/users/36278/osu
36281;Korgar89;Australia;-;-;0;15;0;14;0;0;2008-09-05T01:04:19.000Z;;0;0;10469598;0,8079;387;24666888;30307;100;0;0;0;0;0;7;https://osu.ppy.sh/users/36281/osu
36286;dumbbaldmonkey;United States;-;-;0;11;0;2;0;0;2008-09-05T01:35:08.000Z;;0;0;4311504;0,821;153;9791170;9745;249;0;0;0;0;0;2;https://osu.ppy.sh/users/36286/osu
36288;Valdearg;United States;-;-;0;0;0;2;0;0;2008-09-05T01:52:20.000Z;;0;0;913222;0,7279;60;1937822;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36288/osu
36293;xIncognito_old;United States;-;-;0;46;5;45;2;0;2008-09-05T02:01:39.000Z;Mouse, Keyboard;0;0;303887838;0,9468;1611;655254293;99736;569;2;0;5;0;45;117;https://osu.ppy.sh/users/36293/osu
36297;Zio_old;United States;-;-;0;0;1;2;0;0;2008-09-05T02:14:08.000Z;;0;0;6362644;0,892;53;36831832;8839;0;0;0;0;0;1;0;https://osu.ppy.sh/users/36297/osu
36298;slayer474;United States;-;-;0;12;0;2;0;0;2008-09-05T02:14:36.000Z;;0;0;3847399;0,772;65;13430285;12316;106;0;0;1;0;0;1;https://osu.ppy.sh/users/36298/osu
36299;death5114;Canada;-;-;0;10;3;2;1;0;2008-09-05T02:15:57.000Z;;0;0;4440840;0,7837;77;8038750;7389;406;0;0;0;0;0;0;https://osu.ppy.sh/users/36299/osu
36302;Kurisu lol;Germany;-;-;0;0;0;6;0;0;2008-09-05T02:32:08.000Z;;0;0;12502528;0,8683;157;35012378;6816;0;0;0;0;0;0;8;https://osu.ppy.sh/users/36302/osu
36303;playloose;El Salvador;-;-;0;0;0;3;0;0;2008-09-05T02:34:23.000Z;;0;0;0;0;82;2066160;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36303/osu
36305;shinizero;United States;-;-;0;38;1;14;0;0;2008-09-05T02:45:31.000Z;;0;0;120279964;0,9689;807;373983648;105599;613;0;0;4;0;34;44;https://osu.ppy.sh/users/36305/osu
36306;boothakr;United States;-;-;0;0;0;5;0;0;2008-09-05T02:59:59.000Z;;0;0;2259270;0,8689;134;18015364;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36306/osu
36307;JamesR_old;United States;-;-;0;7;2;5;3;0;2008-09-05T03:16:17.000Z;;0;0;795236;0,5374;148;2316110;1275;29;0;0;0;0;0;0;https://osu.ppy.sh/users/36307/osu
36310;OmegaVulkan;United States;-;-;0;19;2;16;3;0;2008-09-05T03:28:00.000Z;;0;0;14241734;0,8335;463;50993638;8973;304;0;0;0;0;3;4;https://osu.ppy.sh/users/36310/osu
36311;shadowneko2;United States;-;-;0;55;9;89;0;0;2008-09-05T03:36:01.000Z;;2;0;190029204;0,9249;4033;1118560992;509152;955;0;1;0;0;13;78;https://osu.ppy.sh/users/36311/osu
36312;farlllide;China;-;-;0;66;6;122;11;0;2008-09-05T03:38:14.000Z;;3;0;813189494;0,9712;544;1977649615;57379;836;0;0;70;2;368;275;https://osu.ppy.sh/users/36312/osu
36314;ZeroVelmont;United States;-;-;0;13;0;8;0;0;2008-09-05T03:54:52.000Z;;0;0;3437302;0,7716;232;15691541;22758;0;0;0;0;0;1;0;https://osu.ppy.sh/users/36314/osu
36315;Shazaam1205;United States;-;-;0;51;7;31;2;0;2008-09-05T03:55:04.000Z;;0;0;161918075;0,9333;1748;917648430;325907;678;0;0;0;0;13;67;https://osu.ppy.sh/users/36315/osu
36317;Kirby1356;United States;-;-;0;62;11;141;13;0;2008-09-05T03:59:44.000Z;;0;0;542715187;0,9069;5417;1634585460;814503;640;6;1;1;0;99;216;https://osu.ppy.sh/users/36317/osu
36321;MrWiggles232;United States;-;-;0;0;0;2;0;0;2008-09-05T04:12:53.000Z;;0;0;2516088;0,6217;64;5421870;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36321/osu
36324;Eiko_old;China;-;-;0;0;0;0.97;0;0;2008-09-05T04:25:04.000Z;;0;0;673554;0,7197;27;1324204;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36324/osu
36330;OvermindDL1;United States;-;-;0;0;0;0.17;0;0;2008-09-05T04:37:36.000Z;;0;0;27554;0,8506;5;496896;455;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36330/osu
36336;BoukenPurple;United States;-;-;0;18;0;8;0;0;2008-09-05T05:04:15.000Z;;0;0;32085827;0,8986;216;38100574;35697;103;0;0;0;0;4;42;https://osu.ppy.sh/users/36336/osu
36339;hpisok;Taiwan;-;-;0;50;5;31;0;0;2008-09-05T05:16:00.000Z;;0;0;197575093;0,9463;1771;831977862;271325;682;0;0;1;0;82;60;https://osu.ppy.sh/users/36339/osu
36346;Slyph_old;United States;-;-;0;22;0;17;0;0;2008-09-05T05:49:13.000Z;;0;0;23594688;0,9205;594;72402279;40357;293;0;0;3;0;8;34;https://osu.ppy.sh/users/36346/osu
36348;Hxctemplar;United States;-;-;0;0;0;14;0;0;2008-09-05T05:53:21.000Z;;0;0;11745102;0,8414;395;32273191;30046;0;0;0;0;0;0;7;https://osu.ppy.sh/users/36348/osu
36351;runnerback;Mexico;-;-;0;95;21;458;33;0;2008-09-05T06:10:02.000Z;Mouse, Keyboard;0;0;1234276752;0,9582;18167;6970889099;2303004;902;32;2;43;11;301;296;https://osu.ppy.sh/users/36351/osu
36353;LinkKiller;United States;-;-;0;62;7;66;8;0;2008-09-05T06:12:24.000Z;Mouse;2;0;891745928;0,9812;3141;1602863543;340711;1028;1;0;49;0;357;183;https://osu.ppy.sh/users/36353/osu
36357;Zubalto;United States;-;-;0;26;1;12;0;0;2008-09-05T06:28:53.000Z;;0;0;33651934;0,9229;383;119890644;9965;501;0;0;0;0;10;17;https://osu.ppy.sh/users/36357/osu
36358;overnitary;China;-;-;0;0;0;3;0;0;2008-09-05T06:31:19.000Z;;0;0;1871206;0,7491;85;6524020;2238;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36358/osu
36368;Hikari Kirameku;United States;-;-;0;0;0;2;0;0;2008-09-05T07:41:26.000Z;;0;0;1946966;0,8469;52;3670754;0;0;0;0;0;0;1;2;https://osu.ppy.sh/users/36368/osu
36372;dhfrax;Spain;867939;9509;881;49;12;35;2;0;2008-09-05T08:18:55.000Z;Mouse, Keyboard, Tablet, Touch Screen;0;0;319731301;0,9537;1133;777006850;159256;808;0;0;19;2;86;106;https://osu.ppy.sh/users/36372/osu
36375;illilian;China;-;-;0;10;0;4;0;0;2008-09-05T08:54:19.000Z;;0;0;4402184;0,811;122;6316284;6996;68;0;0;1;0;1;3;https://osu.ppy.sh/users/36375/osu
36374;Psyche Lock;Australia;-;-;0;0;0;4;0;0;2008-09-05T08:33:42.000Z;;0;0;2347846;0,7956;122;15367219;13718;0;0;0;0;0;1;1;https://osu.ppy.sh/users/36374/osu
36376;Tegramghot;Poland;-;-;0;27;1;21;0;0;2008-09-05T08:55:22.000Z;;0;0;47528638;0,9285;592;137946839;86;0;0;0;0;0;13;28;https://osu.ppy.sh/users/36376/osu
36378;AnFair_old;Russian Federation;-;-;0;40;2;30;1;0;2008-09-05T09:08:10.000Z;;0;0;151601070;0,9473;827;442246197;80537;44;6;0;4;0;44;75;https://osu.ppy.sh/users/36378/osu
36379;redwaltz_old;United States;-;-;0;0;0;2;0;0;2008-09-05T09:32:48.000Z;;0;0;1411098;0,7224;55;2715116;4199;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36379/osu
36380;Lemming_old;United Kingdom;-;-;0;25;2;14;0;0;2008-09-05T09:40:05.000Z;;0;0;34184512;0,9182;405;102048684;44343;0;0;0;1;0;12;30;https://osu.ppy.sh/users/36380/osu
36392;penpen_old;Germany;-;-;0;0;0;5;0;0;2008-09-05T11:05:58.000Z;;0;0;12092968;0,8315;146;20273764;77;0;0;0;1;0;0;6;https://osu.ppy.sh/users/36392/osu
36393;El Nadador;Italy;-;-;0;0;0;3;0;0;2008-09-05T11:08:13.000Z;;0;0;1668876;0,8445;88;7492162;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/36393/osu
36394;Ch4os_old;Netherlands;-;-;0;0;0;6;0;0;2008-09-05T11:09:47.000Z;;0;0;7821920;0,8661;170;27993349;21215;0;0;0;0;0;3;3;https://osu.ppy.sh/users/36394/osu
36396;Nadya;China;-;-;0;94;22;109;14;0;2008-09-05T11:10:52.000Z;Keyboard, Tablet;0;0;2672825831;0,9809;5209;6232624628;1057214;1311;1;2;80;8;454;362;https://osu.ppy.sh/users/36396/osu
36397;sandy920324;China;-;-;0;0;1;17;0;0;2008-09-05T11:24:29.000Z;;0;0;21617458;0,8832;476;110352133;2186;0;0;0;0;0;2;12;https://osu.ppy.sh/users/36397/osu
36403;victorandme;Hong Kong;-;-;0;84;20;118;10;0;2008-09-05T11:45:30.000Z;Mouse, Keyboard;0;0;1124607966;0,9549;8021;3942966074;1120460;1407;0;0;8;5;105;343;https://osu.ppy.sh/users/36403/osu
36407;a3160677;China;-;-;0;20;1;7;0;0;2008-09-05T12:07:22.000Z;;0;0;38368642;0,883;295;52754733;2854;534;0;0;0;0;3;25;https://osu.ppy.sh/users/36407/osu
36414;hsianglun;Taiwan;-;-;0;0;0;5;0;0;2008-09-05T12:45:56.000Z;;0;0;1125802;0,7865;144;8201456;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36414/osu
36418;hst1805;Taiwan;-;-;0;5;2;1.12;0;0;2008-09-05T13:04:16.000Z;;0;0;137722;0,6924;32;1234124;45;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36418/osu
36419;7heme;China;-;-;0;0;0;2;0;0;2008-09-05T13:16:01.000Z;;0;0;1010280;0,6742;44;3105514;1683;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36419/osu
36423;Kuea_old;Canada;-;-;0;0;0;2;0;0;2008-09-05T13:41:38.000Z;;0;0;3333932;0,8022;62;5945812;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36423/osu
36424;Hylian_old;Italy;-;-;0;24;0;33;0;0;2008-09-05T13:44:58.000Z;;0;0;13106250;0,88;980;94517080;8921;103;0;0;0;1;2;7;https://osu.ppy.sh/users/36424/osu
36427;b40514;Taiwan;-;-;0;95;15;188;22;0;2008-09-05T13:59:11.000Z;;1;0;1938910530;0,9705;8131;6914124913;1353146;1159;90;2;18;11;393;203;https://osu.ppy.sh/users/36427/osu
36434;Psi_old;United States;-;-;0;0;0;0.65;0;0;2008-09-05T14:25:15.000Z;;0;0;105136;0,5976;18;369588;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36434/osu
36431;RedDarmah;Belgium;-;-;0;0;0;2;0;0;2008-09-05T14:05:04.000Z;;0;0;1485876;0,8076;58;3690566;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36431/osu
36446;MadArtist_old;Russian Federation;-;-;0;6;0;0.75;0;0;2008-09-05T15:40:31.000Z;;0;0;1012482;0,8242;21;1732728;293;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36446/osu
36443;SavinuS;Poland;-;-;0;67;6;184;8;0;2008-09-05T15:30:39.000Z;;0;0;338619560;0,9638;6282;1995949399;433778;137;238;16;19;24;93;20;https://osu.ppy.sh/users/36443/osu
36449;kirby007;South Korea;-;-;0;14;0;3;2;0;2008-09-05T15:45:53.000Z;;0;0;16678452;0,8877;71;20754974;1133;326;0;0;0;0;4;14;https://osu.ppy.sh/users/36449/osu
36450;fgllvip88;Taiwan;-;-;0;38;2;41;1;0;2008-09-05T15:48:08.000Z;;0;0;35640184;0,9032;1253;379599769;18457;344;0;0;0;0;8;7;https://osu.ppy.sh/users/36450/osu
36451;Xikeon;Netherlands;124235;1326;4433;100;26;455;116;0;2008-09-05T15:53:56.000Z;Mouse, Keyboard, Tablet;11;0;9539455390;0,9876;2743;33782403995;6486244;2494;100;0;3;1;55;255;https://osu.ppy.sh/users/36451/osu
36452;LErrol_old;Hong Kong;-;-;0;10;0;2;0;0;2008-09-05T15:54:20.000Z;;0;0;3062210;0,7739;98;6704196;8135;121;0;0;0;0;0;1;https://osu.ppy.sh/users/36452/osu
36454;Daelnz;United Kingdom;-;-;0;0;0;3;1;0;2008-09-05T16:06:14.000Z;;0;0;1659294;0,7581;84;7707010;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36454/osu
36460;SuKahime;United States;-;-;0;0;0;1.03;0;0;2008-09-05T16:14:22.000Z;;0;0;1471552;0,7243;29;2651744;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36460/osu
36462;Tobes14;United States;-;-;0;0;0;5;0;0;2008-09-05T16:30:03.000Z;;0;0;1136530;0,7322;128;4882884;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/36462/osu
36466;TheBrick33;United States;-;-;0;0;0;3;0;0;2008-09-05T16:39:51.000Z;;0;0;694514;0,7486;73;6442484;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36466/osu
36465;chuad;Israel;-;-;0;21;1;17;1;0;2008-09-05T16:37:28.000Z;;0;0;20854564;0,7828;480;58434172;47488;0;0;0;0;0;0;3;https://osu.ppy.sh/users/36465/osu
36471;yangshindo;Brazil;-;-;0;13;0;2;1;0;2008-09-05T17:22:35.000Z;;0;0;12045591;0,8159;73;14411347;11013;344;0;0;0;0;0;6;https://osu.ppy.sh/users/36471/osu
36472;zardos66;United States;-;-;0;9;0;4;0;0;2008-09-05T17:25:48.000Z;;0;0;1843324;0,762;100;4609729;122;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36472/osu
36478;D_K_Head;United Kingdom;-;-;0;0;0;1.22;0;0;2008-09-05T17:34:42.000Z;;0;0;1882358;0,7875;34;2856421;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/36478/osu
36480;RigorMortis_old;Italy;-;-;0;36;4;41;17;0;2008-09-05T17:48:43.000Z;;0;0;121366680;0,9638;1208;323189375;1165;621;0;0;4;0;29;148;https://osu.ppy.sh/users/36480/osu
